id товара;осн. артикул;цена;наличие;статус;доп. артикул;штрихкод;ррц
16527;;0;0;;;;;
15834;;0;0;;;;;
18099;;0;0;;;;;
15831;;0;0;;;;;
18068;;0;0;;;;;
15823;;0;0;;;;;
22311;;0;0;;;;;
10687;;0;0;;;;;
21657;;636;2;;;;;
15822;;0;0;;;;;
13602;;0;0;;;;;
15821;;0;0;;;;;
18237;;0;0;;;;1264;
15814;;0;0;;;;;
16626;;4210;1;;;;;
23003;;0;0;;;;;
18616;;590;2;;;;1090;
24818;;800;5;;;;;
20625;;0;0;;;;;
15852;;3741;2;;;;;
20652;;0;0;;;;;
15811;;0;0;;;;;
18126;;1256;1;;;;;
16657;;0;0;;;;;
21141;;0;0;;;;;
16738;;0;0;;;;;
16134;;0;0;;;;;
23421;;1005;2;;;;1018;
18745;;0;0;;;;;
18269;;0;0;;;;874;
21279;;0;0;;;;;
20115;;107;3;;;;;
20565;;0;0;;;;;
15929;;0;0;;;;;
17000;;1005;4;;;;;
15960;;0;0;;;;;
15871;;0;0;;;;;
12034;;817;2;;;;;
16630;;0;0;;;;;
24895;;2510;4;;;;;
16792;;879;1;;;;;
15868;;0;0;;;;;
15874;;0;0;;;;;
15875;;0;0;;;;;
23437;;626;1;;;;1210;
19043;;7042;1;;;;;
16831;;0;0;;;;;
20771;;0;0;;;;;
17634;;1049;2;;;;;
19620;;808;1;;;;;
23158;;0;0;;;;;
24586;;0;0;;;;;
17640;;0;0;;;;;
25262;;594;1;;;;;
15936;;2448;2;;;;;
15876;;0;0;;;;;
20173;;0;0;;;;;
16458;;0;0;;;;;
21590;;0;0;;;;;
19941;;0;0;;;;;
15878;;0;0;;;;;
15877;;0;0;;;;;
22686;;472;1;;;;;
20082;;999999;1;;;;;
16428;;0;0;;;;;
16194;;0;0;;;;;
16038;;0;0;;;;;
21981;;0;0;;;;652;
21438;;1252;12;;;;990;
19256;;0;0;;;;;
18628;;0;0;;;;;
16980;;0;0;;;;;
16637;;0;0;;;;;
17084;;0;0;;;;;
25072;;0;0;;;;;
19411;;0;0;;;;;
18213;;0;0;;;;;
15949;;0;0;;;;;
17059;;0;0;;;;;
19486;;0;0;;;;;
16346;;845;3;;;;;
15925;;0;0;;;;;
18521;;0;0;;;;;
16386;;0;0;;;;;
15938;;3146;15;;;;;
18120;;0;0;;;;;
17019;;0;0;;;;;
18220;;0;0;;;;1014;
20622;;0;0;;;;;
19771;;0;0;;;;;
16596;;0;0;;;;;
15912;;0;0;;;;;
17882;;0;0;;;;;
18607;;0;0;;;;1300;
11495;;0;0;;;;;
16837;;0;0;;;;;
24994;;0;0;;;;;
17259;;0;0;;;;3872;
15886;;2147;3;;;;1740;
9466;;1672;9;;;;1280;
16500;;0;0;;;;;
15937;;2823;20;;;;;
15885;;2290;10;;;;;
15882;;2418;2;;;;;
21783;;0;0;;;;;
15884;;2257;3;;;;;
18227;;0;0;;;;704;
12818;;0;0;;;;1280;
15880;;0;0;;;;;
20830;;0;0;;;;;
25091;;0;0;;;;;
18264;;0;0;;;;988;
15935;;2963;5;;;;;
12046;;0;0;;;;;
19946;;0;0;;;;;
15932;;0;0;;;;;
16782;;0;0;;;;;
18541;;0;0;;;;;
16445;;0;0;;;;;
10631;;2679;1;;;;;
20749;;0;0;;;;;
18333;;0;0;;;;;
16888;;0;0;;;;;
15928;;0;0;;;;;
12824;;0;0;;;;;
20636;;0;0;;;;;
20880;;0;0;;;;;
16510;;2164;1;;;;2060;
17712;;428;7;;;;;
21647;;904;1;;;;;
18361;;202;13;;;;;
23169;;190;2;;;;;
16486;;0;0;;;;;
22095;;7965;2;;;;;
17804;;781;2;;;;720;
16060;;0;0;;;;;
18342;;364;3;;;;;
25122;;726;1;;;;;
17294;;0;0;;;;;
24029;;0;0;;;;4840;
16047;;0;0;;;;;
18534;;332;1;;;;;
18582;;0;0;;;;;
11497;;0;0;;;;;
20053;;0;0;;;;;
16731;;0;0;;;;;
17579;;553;1;;;;;
16000;;0;0;;;;;
16033;;266;1;;;;;
16030;;0;0;;;;;
18608;;818;1;;;;1580;
10676;;0;0;;;;;
16830;;0;0;;;;;
16034;;266;1;;;;;
16105;;0;0;;;;;
16674;;0;0;;;;;
16697;;0;0;;;;;
18601;;1072;2;;;;;
17030;;0;0;;;;;
16075;;959;3;;;;;
11606;;0;0;;;;;
20257;;1737;14;;;;;
16882;;0;0;;;;;
19644;;824;1;;;;;
16617;;1858;1;;;;;
16039;;0;0;;;;;
20791;;0;0;;;;;
17255;;0;0;;;;;
16002;;0;0;;;;;
17911;;0;0;;;;;
18352;;0;0;;;;;
20577;;0;0;;;;;
24044;;0;0;;;;;
19925;;609;7;;;;;
15987;;0;0;;;;;
17910;;0;0;;;;;
15964;;0;0;;;;;
23763;;1593;3;;;;;
15965;;0;0;;;;;
15986;;0;0;;;;;
16041;;0;0;;;;;
16040;;0;0;;;;;
16251;;0;0;;;;2014;
16575;;0;0;;;;;
16651;;0;0;;;;;
22773;;0;0;;;;;
16779;;0;0;;;;;
20702;;0;0;;;;;
24723;;0;0;;;;;
19551;;0;0;;;;;
17034;;0;0;;;;;
17912;;0;0;;;;;
16619;;0;0;;;;;
18375;;0;0;;;;;
20979;;0;0;;;;872;
21683;;0;0;;;;2290;
16942;;0;0;;;;1050;
22664;;0;0;;;;1280;
16523;;0;0;;;;;
16828;;0;0;;;;;
19249;;0;0;;;;;
20449;;0;0;;;;;
21310;;0;0;;;;;
18492;;887;1;;;;;
16920;;0;0;;;;;
19079;;0;0;;;;;
16238;;1513;2;;;;;
24096;;0;0;;;;1390;
19310;;0;0;;;;;
12038;;0;0;;;;3127;
17432;;3815;1;;;;;
20300;;0;0;;;;;
16809;;1105;2;;;;;
17461;;0;0;;;;;
16199;;779;2;;;;;
17300;;0;0;;;;;
20140;;0;0;;;;;
19742;;0;0;;;;;
17433;;4913;2;;;;;
18373;;0;0;;;;;
16481;;0;0;;;;;
21416;;0;0;;;;;
23401;;0;0;;;;;
18440;;0;0;;;;;
18070;;0;0;;;;;
16584;;0;0;;;;;
16085;;779;2;;;;;
16077;;963;4;;;;;
16088;;1577;11;;;;1209;
16078;;1257;1;;;;;
16073;;875;4;;;;;
17161;;0;0;;;;;
16074;;0;0;;;;;
22298;;121;2;;;;;
16071;;959;2;;;;;
16068;;3268;2;;;;;
16094;;0;0;;;;;
16069;;2431;2;;;;;
16291;;0;0;;;;;
17556;;0;0;;;;;
16672;;0;0;;;;;
25018;;1049;3;;;;;
18387;;0;0;;;;1400;
16758;;0;0;;;;;
19399;;1424;1;;;;;
20308;;0;0;;;;;
16064;;1039;1;;;;;
16065;;1039;2;;;;;
16066;;1074;2;;;;;
16067;;1039;1;;;;;
23279;;0;0;;;;;
17005;;0;0;;;;;
24142;;0;0;;;;;
16168;;0;0;;;;;
20693;;0;0;;;;;
11498;;0;0;;;;;
23330;;0;0;;;;;
16110;;0;0;;;;;
16345;;1986;2;;;;;
22480;;0;0;;;;;
23116;;0;0;;;;;
16103;;0;0;;;;;
17078;;0;0;;;;;
12068;;0;0;;;;;
16165;;0;0;;;;;
17762;;0;0;;;;;
18499;;0;0;;;;;
25096;;953;2;;;;;
21503;;0;0;;;;1068;
13565;;0;0;;;;;
17403;;0;0;;;;;
16847;;0;0;;;;;
19998;;194;3;;;;;
16126;;0;0;;;;;
20561;;0;0;;;;;
18542;;0;0;;;;;
25119;;2499;2;;;;;
24897;;3007;2;;;;;
17480;;0;0;;;;;
19677;;0;0;;;;900;
16114;;0;0;;;;;
16111;;0;0;;;;;
20567;;0;0;;;;;
16112;;0;0;;;;;
21856;;1841;4;;;;;
16681;;0;0;;;;;
12133;;0;0;;;;;
18396;;0;0;;;;;
16142;;0;0;;;;;
16121;;0;0;;;;;
16119;;0;0;;;;;
21467;;464;1;;;;;
9874;;0;0;;;;;
21060;;0;0;;;;;
16422;;0;0;;;;;
16437;;0;0;;;;;
22460;;0;0;;;;;
16840;;0;0;;;;;
18106;;0;0;;;;;
16192;;0;0;;;;;
20255;;1774;18;;;;;
16579;;0;0;;;;;
16778;;0;0;;;;;
16730;;0;0;;;;;
20353;;0;0;;;;;
17423;;4577;1;;;;;
16198;;0;0;;;;;
16172;;1709;5;;;;;
22705;;0;0;;;;;
9900;;0;0;;;;;
16190;;0;0;;;;;
23375;;0;0;;;;5990;
18203;;0;0;;;;;
20917;;0;0;;;;;
24912;;0;0;;;;;
18411;;409;2;;;;;
19639;;1177;1;;;;;
16963;;0;0;;;;;
17431;;3576;1;;;;;
16219;;0;0;;;;;
17651;;0;0;;;;;
16220;;0;0;;;;;
16213;;0;0;;;;;
20912;;0;0;;;;;
16230;;2336;2;;;;3050;
16229;;1479;1;;;;1720;
16228;;0;0;;;;4695;
9468;;0;0;;;;2247;
16227;;0;0;;;;1487;
16231;;0;0;;;;2014;
16232;;0;0;;;;2071;
16236;;0;0;;;;2014;
16237;;0;0;;;;2014;
16242;;1446;1;;;;;
16226;;381;3;;;;;
16225;;0;0;;;;;
16235;;381;2;;;;;
16234;;0;0;;;;;
16233;;355;4;;;;;
16241;;381;4;;;;;
22406;;0;0;;;;4740;
17411;;0;0;;;;;
19615;;0;0;;;;;
18543;;517;4;;;;;
16979;;0;0;;;;;
16914;;0;0;;;;;
17475;;368;4;;;;;
21445;;0;0;;;;;
18137;;708;3;;;;;
18073;;0;0;;;;;
18426;;0;0;;;;;
16273;;0;0;;;;;
25330;;2231;1;;;;;
16260;;0;0;;;;;
16258;;0;0;;;;;
16256;;0;0;;;;2014;
16351;;1040;12;;;;;
16246;;0;0;;;;;
17718;;329;1;;;;;
16512;;1437;2;;;;1010;
16745;;0;0;;;;;
24308;;0;0;;;;;
16268;;0;0;;;;1055;
9470;;0;0;;;;1055;
17637;;0;0;;;;;
17498;;0;0;;;;7820;
21065;;0;0;;;;;
16995;;602;9;;;;;
16706;;0;0;;;;;
17159;;0;0;;;;;
17137;;1075;2;;;;;
17675;;0;0;;;;4749;
18621;;645;7;;;;;
18412;;0;0;;;;;
16989;;0;0;;;;;
23414;;0;0;;;;;
16482;;0;0;;;;;
16274;;0;0;;;;;
16272;;1886;2;;;;;
16269;;1655;1;;;;;
16271;;0;0;;;;;
18247;;0;0;;;;1148;
16501;;0;0;;;;;
17037;;0;0;;;;;
21376;;0;0;;;;;
20812;;0;0;;;;;
16780;;0;0;;;;;
16297;;0;0;;;;;
18502;;1544;3;;;;;
16296;;0;0;;;;;
18084;;1096;1;;;;;
16294;;0;0;;;;;
16295;;0;0;;;;;
21919;;0;0;;;;;
16293;;0;0;;;;;
24291;;460;17;;;;;
24045;;0;0;;;;;
23479;;0;0;;;;;
22478;;0;0;;;;;
25263;;497;3;;;;;
16354;;3455;14;;;;;
20176;;0;0;;;;;
23398;;0;0;;;;;
16462;;0;0;;;;;
18270;;476;1;;;;874;
3313;;0;0;;;;;
17029;;0;0;;;;;
22898;;0;0;;;;;
19666;;0;0;;;;;
16319;;0;0;;;;;
16315;;0;0;;;;;
24817;;1544;2;;;;;
16911;;0;0;;;;;
11611;;0;0;;;;;
16308;;0;0;;;;;
23309;;0;0;;;;;
23865;;1209;2;;;;;
19859;;774;1;;;;;
17483;;0;0;;;;;
20413;;0;0;;;;;
25154;;0;0;;;;;
17943;;1054;2;;;;;
16357;;2567;17;;;;;
16362;;2237;1;;;;1740;
16358;;3065;10;;;;;
24640;;0;0;;;;;
18730;;0;0;;;;;
16721;;0;0;;;;;
21138;;0;0;;;;;
17158;;0;0;;;;;
16352;;0;0;;;;;
20386;;0;0;;;;;
23552;;0;0;;;;;
16522;;129;2;;;;;
20706;;0;0;;;;;
16338;;0;0;;;;;
18519;;0;0;;;;;
24805;;2618;2;;;;;
18416;;0;0;;;;;
25139;;0;0;;;;;
17048;;0;0;;;;;
23291;;3109;1;;;;;
12109;;0;0;;;;;
21918;;0;0;;;;;
16373;;11932;1;;;;;
19844;;0;0;;;;;
20661;;0;0;;;;;
22264;;0;0;;;;792;
16344;;1987;2;;;;;
17132;;996;2;;;;;
18419;;0;0;;;;;
16873;;0;0;;;;;
16878;;0;0;;;;;
16808;;884;1;;;;;
16385;;0;0;;;;;
17518;;934;3;;;;;
21061;;0;0;;;;;
17471;;291;12;;;;;
16529;;420;1;;;;;
23322;;1843;3;;;;;
17720;;0;0;;;;;
19307;;882;6;;;;;
16871;;0;0;;;;;
16635;;0;0;;;;;
17713;;0;0;;;;;
17467;;0;0;;;;;
16372;;0;0;;;;;
16371;;1919;1;;;;;
16370;;1120;1;;;;;
16374;;0;0;;;;;
16654;;0;0;;;;;
20225;;0;0;;;;;
16503;;0;0;;;;;
17010;;0;0;;;;;
16736;;0;0;;;;;
24956;;867;20;;;;;
18633;;0;0;;;;;
12151;;0;0;;;;;
16532;;0;0;;;;;
24856;;0;0;;;;;
18494;;726;2;;;;;
18418;;0;0;;;;;
20272;;0;0;;;;;
12655;;2277;1;;;;;
16521;;399;10;;;;;
23149;;0;0;;;;;
19860;;0;0;;;;;
16827;;0;0;;;;;
17050;;0;0;;;;;
20258;;0;0;;;;;
18064;;0;0;;;;;
20158;;0;0;;;;;
16643;;0;0;;;;;
17281;;0;0;;;;;
17472;;368;6;;;;;
16894;;0;0;;;;;
21305;;0;0;;;;;
20058;;0;0;;;;;
18307;;421;2;;;;;
24362;;0;0;;;;;
16765;;0;0;;;;;
24223;;0;0;;;;;
17003;;0;0;;;;;
24630;;0;0;;;;;
17853;;2321;1;;;;;
23174;;0;0;;;;4070;
17412;;0;0;;;;;
22866;;0;0;;;;;
17551;;1350;2;;;;;
18528;;648;1;;;;;
21122;;1163;1;;;;;
16648;;0;0;;;;;
20436;;0;0;;;;;
16917;;0;0;;;;;
17550;;1350;2;;;;;
16561;;0;0;;;;;
16562;;0;0;;;;;
16565;;0;0;;;;;
16551;;0;0;;;;;
16564;;254;2;;;;;
23913;;0;0;;;;;
20623;;0;0;;;;;
18241;;0;0;;;;1086;
18065;;0;0;;;;;
16612;;4754;1;;;;;
17248;;146;29;;;;;
16601;;0;0;;;;;
24841;;0;0;;;;;
20210;;0;0;;;;;
16573;;261;4;;;;;
16572;;192;5;;;;;
17305;;0;0;;;;;
17297;;0;0;;;;;
19298;;593;2;;;;940;
17458;;0;0;;;;;
16877;;0;0;;;;;
16585;;1073;5;;;;920;
19915;;0;0;;;;;
16588;;0;0;;;;2050;
17448;;0;0;;;;;
17298;;0;0;;;;;
18003;;0;0;;;;;
22984;;0;0;;;;;
16664;;0;0;;;;;
16595;;2474;1;;;;;
18069;;0;0;;;;;
16597;;2168;1;;;;;
16598;;0;0;;;;;
19196;;0;0;;;;;
16982;;0;0;;;;;
25205;;0;0;;;;;
18038;;0;0;;;;;
18250;;0;0;;;;;
18523;;603;2;;;;;
18157;;0;0;;;;;
16996;;0;0;;;;;
17878;;0;0;;;;;
16693;;0;0;;;;;
18350;;0;0;;;;;
17474;;317;6;;;;;
16712;;0;0;;;;;
24034;;3104;1;;;;;
18007;;0;0;;;;;
24768;;849;1;;;;;
18145;;0;0;;;;;
16616;;0;0;;;;;
17215;;293;1;;;;;
19880;;0;0;;;;;
17486;;0;0;;;;;
18506;;534;1;;;;;
21593;;0;0;;;;;
20042;;496;4;;;;;
16732;;0;0;;;;;
22618;;1337;1;;;;;
18278;;0;0;;;;;
17484;;0;0;;;;;
17937;;0;0;;;;;
24398;;0;0;;;;;
19727;;0;0;;;;;
16599;;0;0;;;;;
16806;;1351;10;;;;;
2201;;0;0;;;;;
17031;;0;0;;;;;
17573;;545;3;;;;;
10376;;0;0;;;;;
23133;;0;0;;;;;
17476;;368;4;;;;;
16703;;0;0;;;;;
16890;;0;0;;;;;
16698;;0;0;;;;;
16699;;0;0;;;;;
16701;;0;0;;;;;
16700;;0;0;;;;;
19325;;0;0;;;;;
17437;;0;0;;;;;
18230;;0;0;;;;1114;
16880;;0;0;;;;;
17408;;757;1;;;;;
18121;;0;0;;;;;
18048;;2114;1;;;;;
18691;;0;0;;;;;
18549;;0;0;;;;;
16727;;1707;10;;;;;
18385;;0;0;;;;;
16761;;0;0;;;;;
16713;;0;0;;;;;
17933;;0;0;;;;;
16928;;0;0;;;;710;
16715;;0;0;;;;;
16762;;0;0;;;;;
21162;;0;0;;;;;
16832;;0;0;;;;;
21021;;0;0;;;;;
19393;;0;0;;;;;
16743;;5184;2;;;;;
16707;;2163;1;;;;;
25021;;1219;4;;;;;
16881;;0;0;;;;;
17303;;0;0;;;;;
25045;;2564;1;;;;;
10185;;0;0;;;;;
19944;;0;0;;;;;
19255;;0;0;;;;;
18321;;580;1;;;;;
20262;;0;0;;;;;
19795;;0;0;;;;;
17454;;0;0;;;;;
18553;;723;18;;;;;
16940;;0;0;;;;920;
18039;;0;0;;;;;
22341;;0;0;;;;;
17394;;0;0;;;;;
17449;;0;0;;;;;
23871;;1093;1;;;;;
17979;;0;0;;;;;
24637;;18904;2;;;;;
21731;;0;0;;;;;
20773;;0;0;;;;;
16883;;0;0;;;;;
19904;;0;0;;;;;
17400;;0;0;;;;;
16978;;0;0;;;;;
16970;;0;0;;;;;
18173;;677;2;;;;;
22943;;0;0;;;;;
17457;;0;0;;;;;
18461;;282;2;;;;;
20760;;0;0;;;;;
24850;;0;0;;;;;
23431;;0;0;;;;1017;
18210;;0;0;;;;;
18402;;0;0;;;;;
16789;;2274;2;;;;;
20059;;0;0;;;;;
21245;;0;0;;;;;
22655;;0;0;;;;;
20079;;657;2;;;;;
16868;;0;0;;;;;
16866;;0;0;;;;;
16865;;0;0;;;;;
16864;;0;0;;;;;
16867;;0;0;;;;;
16862;;0;0;;;;;
16861;;0;0;;;;;
16860;;0;0;;;;;
16856;;0;0;;;;;
16857;;0;0;;;;;
16863;;0;0;;;;;
16855;;0;0;;;;;
23048;;9643;1;;;;;
17260;;0;0;;;;;
17611;;0;0;;;;;
17907;;0;0;;;;;
19873;;921;1;;;;;
22925;;0;0;;;;;
18258;;0;0;;;;698;
20881;;0;0;;;;;
17040;;0;0;;;;;
18332;;0;0;;;;;
22509;;0;0;;;;;
17451;;0;0;;;;;
17060;;990;2;;;;;
17032;;0;0;;;;;
17044;;0;0;;;;;
17043;;0;0;;;;;
17047;;0;0;;;;;
17011;;0;0;;;;;
17024;;0;0;;;;;
17021;;0;0;;;;;
18413;;0;0;;;;;
17470;;0;0;;;;;
17069;;0;0;;;;;
17073;;0;0;;;;;
20278;;505;6;;;;;
10148;;2017;2;;;;;
16935;;793;7;;;;710;
16938;;0;0;;;;710;
16933;;0;0;;;;710;
16929;;0;0;;;;920;
18578;;0;0;;;;;
18737;;0;0;;;;880;
19564;;280;4;;;;;
17793;;0;0;;;;;
21125;;0;0;;;;;
24027;;0;0;;;;;
16915;;0;0;;;;;
16912;;0;0;;;;;
18538;;0;0;;;;;
18171;;346;5;;;;;
16909;;0;0;;;;;
16910;;0;0;;;;;
16907;;0;0;;;;;
16908;;0;0;;;;;
21129;;0;0;;;;;
19708;;4059;2;;;;;
22815;;0;0;;;;;
18474;;0;0;;;;;
17479;;266;25;;;;;
17972;;0;0;;;;;
17414;;0;0;;;;;
17424;;3950;1;;;;;
22816;;0;0;;;;;
20354;;2033;1;;;;;
16851;;0;0;;;;;
17045;;0;0;;;;;
17026;;0;0;;;;3708;
18265;;0;0;;;;734;
18462;;0;0;;;;;
24898;;2418;2;;;;;
18057;;1165;3;;;;;
24754;;0;0;;;;;
17023;;0;0;;;;;
23719;;0;0;;;;;
17485;;0;0;;;;;
18104;;0;0;;;;;
21857;;395;1;;;;;
17402;;0;0;;;;;
20234;;0;0;;;;;
20310;;0;0;;;;;
19505;;0;0;;;;;
20890;;0;0;;;;;
17983;;439;1;;;;;
17386;;7325;2;;;;7155;
16946;;0;0;;;;;
17473;;291;11;;;;;
18044;;0;0;;;;;
24758;;886;1;;;;;
23844;;0;0;;;;;
18334;;0;0;;;;;
19570;;1140;7;;;;;
18606;;0;0;;;;;
12130;;0;0;;;;;
22436;;0;0;;;;;
18889;;1033;1;;;;;
17469;;0;0;;;;;
18457;;0;0;;;;;
18585;;1351;1;;;;;
17070;;0;0;;;;;
17898;;0;0;;;;;
21067;;0;0;;;;1090;
17056;;862;2;;;;;
17855;;0;0;;;;;
25335;;0;0;;;;;
17072;;0;0;;;;;
17071;;0;0;;;;;
18100;;0;0;;;;;
17080;;0;0;;;;;
17081;;0;0;;;;;
17065;;0;0;;;;;
17082;;0;0;;;;;
17076;;0;0;;;;;
17077;;0;0;;;;;
17075;;0;0;;;;;
17083;;0;0;;;;;
17085;;0;0;;;;;
10530;;0;0;;;;;
19916;;0;0;;;;;
18214;;0;0;;;;;
17119;;0;0;;;;1390;
10644;;1973;2;;;;;
17091;;0;0;;;;;
17067;;0;0;;;;;
17068;;0;0;;;;;
17066;;0;0;;;;;
23553;;0;0;;;;;
21437;;955;2;;;;990;
17095;;0;0;;;;;
17094;;0;0;;;;;
17096;;0;0;;;;;
17088;;0;0;;;;;
17052;;3300;1;;;;;
17087;;0;0;;;;;
17062;;0;0;;;;;
22118;;0;0;;;;1325;
17282;;0;0;;;;;
17064;;2116;2;;;;;
17103;;0;0;;;;;
17063;;3324;2;;;;;
18583;;0;0;;;;;
23710;;0;0;;;;;
23287;;570;1;;;;;
20997;;0;0;;;;1056;
17099;;0;0;;;;;
17775;;11361;1;;;;;
18788;;0;0;;;;;
18156;;0;0;;;;1396;
19613;;602;1;;;;;
17395;;0;0;;;;;
23650;;0;0;;;;;
20055;;0;0;;;;;
17097;;0;0;;;;;
17110;;0;0;;;;;
17109;;0;0;;;;;
17168;;0;0;;;;;
17138;;497;2;;;;;
17243;;0;0;;;;;
17143;;360;2;;;;;
17108;;362;3;;;;;
18236;;0;0;;;;1264;
17167;;0;0;;;;;
17127;;0;0;;;;;
17130;;568;1;;;;;
17140;;190;2;;;;;
20637;;0;0;;;;;
18449;;0;0;;;;;
17126;;741;1;;;;;
17139;;0;0;;;;;
17135;;456;1;;;;;
18128;;0;0;;;;;
17144;;0;0;;;;;
20649;;0;0;;;;;
17128;;0;0;;;;;
19214;;0;0;;;;;
17719;;429;2;;;;;
18234;;0;0;;;;920;
22797;;0;0;;;;;
22495;;3823;3;;;;;
19562;;512;3;;;;;
17557;;0;0;;;;;
18592;;0;0;;;;;
21016;;2916;1;;;;;
17124;;667;3;;;;;
20522;;0;0;;;;;
17165;;0;0;;;;;
17151;;0;0;;;;;
17155;;479;4;;;;;
17156;;362;1;;;;;
17152;;0;0;;;;;
17160;;659;2;;;;;
17149;;0;0;;;;;
17154;;0;0;;;;;
20691;;0;0;;;;;
17533;;357;3;;;;;
17171;;0;0;;;;;
21804;;0;0;;;;960;
17150;;0;0;;;;;
19978;;1979;1;;;;;
17326;;0;0;;;;;
18545;;655;1;;;;;
17198;;0;0;;;;;
17197;;0;0;;;;;
17196;;0;0;;;;;
17193;;0;0;;;;;
17194;;0;0;;;;;
17195;;0;0;;;;;
17192;;0;0;;;;;
20542;;0;0;;;;;
22540;;0;0;;;;;
18257;;383;1;;;;698;
2320;;0;0;;;;;
22904;;0;0;;;;;
17205;;0;0;;;;;
17204;;0;0;;;;;
17203;;0;0;;;;;
17202;;0;0;;;;;
17200;;0;0;;;;;
17199;;0;0;;;;;
19932;;0;0;;;;;
23005;;0;0;;;;;
18376;;0;0;;;;;
19225;;12352;1;;;;;
17988;;0;0;;;;;
20338;;0;0;;;;;
18164;;0;0;;;;;
20333;;0;0;;;;;
20314;;0;0;;;;;
21924;;1620;1;;;;;
17293;;0;0;;;;;
19519;;0;0;;;;;
18062;;0;0;;;;;
18487;;0;0;;;;;
17219;;1336;15;;;;;
17218;;0;0;;;;;
17257;;0;0;;;;;
17896;;0;0;;;;;
17220;;3842;1;;;;;
20572;;0;0;;;;;
24862;;0;0;;;;;
18395;;0;0;;;;;
25264;;803;1;;;;;
22568;;0;0;;;;;
20061;;0;0;;;;;
22365;;0;0;;;;;
17307;;0;0;;;;;
21644;;0;0;;;;;
17397;;0;0;;;;;
22434;;0;0;;;;;
18152;;2339;33;;;;;
21082;;1878;1;;;;;
20656;;0;0;;;;;
17455;;0;0;;;;;
17325;;0;0;;;;;
17306;;0;0;;;;;
19278;;879;2;;;;;
22063;;121;5;;;;;
22663;;0;0;;;;960;
17247;;0;0;;;;;
17246;;146;3;;;;;
24365;;0;0;;;;;
17291;;0;0;;;;;
24523;;0;0;;;;;
20491;;0;0;;;;;
17987;;0;0;;;;;
17308;;0;0;;;;;
17254;;711;12;;;;;
19459;;0;0;;;;;
21887;;1759;11;;;;;
24755;;0;0;;;;;
10385;;0;0;;;;;
17251;;0;0;;;;;
17606;;0;0;;;;;
24414;;1134;2;;;;;
23196;;778;1;;;;;
18643;;1300;1;;;;;
18397;;307;2;;;;;
18005;;0;0;;;;;
17252;;0;0;;;;;
21134;;2120;10;;;;;
18625;;0;0;;;;1100;
17317;;0;0;;;;;
17318;;1693;1;;;;;
17319;;4485;3;;;;;
17320;;0;0;;;;;
17321;;0;0;;;;;
17322;;0;0;;;;;
18155;;0;0;;;;;
19157;;0;0;;;;;
23704;;148;2;;;;;
21432;;0;0;;;;920;
19445;;0;0;;;;;
22647;;0;0;;;;;
17369;;4018;1;;;;;
11443;;0;0;;;;;
18098;;0;0;;;;;
19758;;1078;1;;;;;
17415;;0;0;;;;;
17343;;1202;1;;;;;
19023;;0;0;;;;;
17339;;0;0;;;;;
21653;;1476;1;;;;;
17333;;0;0;;;;;
17517;;0;0;;;;;
17608;;0;0;;;;;
17338;;0;0;;;;;
17331;;0;0;;;;;
18021;;2626;5;;;;;
22580;;0;0;;;;;
11620;;0;0;;;;;
21198;;0;0;;;;;
17328;;1424;9;;;;;
17336;;0;0;;;;;
17310;;875;1;;;;;
17330;;1753;2;;;;;
17392;;0;0;;;;;
21442;;437;7;;;;;
19137;;0;0;;;;;
22623;;0;0;;;;;
17516;;0;0;;;;;
17418;;717;1;;;;;
23681;;791;1;;;;;
11456;;0;0;;;;;
18888;;0;0;;;;;
9942;;2001;1;;;;;
17416;;0;0;;;;;
17365;;0;0;;;;4749;
18317;;0;0;;;;;
17345;;0;0;;;;;
17540;;1666;4;;;;1400;
21708;;0;0;;;;;
21334;;0;0;;;;;
17342;;0;0;;;;;
17348;;0;0;;;;;
17347;;0;0;;;;;
17346;;0;0;;;;;
24999;;0;0;;;;;
23417;;0;0;;;;;
18131;;1065;2;;;;;
17575;;0;0;;;;;
18244;;0;0;;;;736;
18178;;0;0;;;;4099;
19668;;0;0;;;;;
21703;;0;0;;;;;
21074;;0;0;;;;1090;
25356;;0;0;;;;;
20972;;2715;1;;;;;
17741;;344;2;;;;;
18133;;0;0;;;;;
18490;;0;0;;;;;
23285;;473;4;;;;;
17932;;0;0;;;;;
18533;;0;0;;;;;
18197;;0;0;;;;;
18323;;427;1;;;;;
17767;;0;0;;;;;
11351;;6223;1;;;;;
17384;;0;0;;;;;
19279;;0;0;;;;;
18294;;0;0;;;;1740;
17969;;0;0;;;;;
23042;;181;13;;;;;
18224;;643;3;;;;1242;
18144;;0;0;;;;;
17371;;0;0;;;;;
23651;;7563;1;;;;;
24561;;0;0;;;;;
19003;;2297;2;;;;;
17383;;0;0;;;;;
25133;;0;0;;;;;
21754;;843;1;;;;;
22950;;0;0;;;;;
17984;;0;0;;;;;
19843;;2478;3;;;;;
17487;;0;0;;;;;
18423;;0;0;;;;;
18118;;1496;2;;;;;
17909;;0;0;;;;;
20644;;0;0;;;;;
22930;;562;3;;;;;
21092;;1305;1;;;;;
19532;;0;0;;;;;
19852;;0;0;;;;;
18324;;1673;3;;;;;
23378;;0;0;;;;1790;
17728;;519;1;;;;;
18260;;0;0;;;;652;
21611;;90;4;;;;;
17525;;0;0;;;;;
17491;;0;0;;;;;
19078;;0;0;;;;;
18058;;0;0;;;;;
18107;;0;0;;;;;
